	pos	hei	wei	ID	filename
1.2a_IV_A01_2012-05-07.fsa.1	0	0	0	1.2a_IV_A01_2012-05-07.fsa.1	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.2	0	0	0	1.2a_IV_A01_2012-05-07.fsa.2	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.3	0	0	0	1.2a_IV_A01_2012-05-07.fsa.3	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.4	0	0	0	1.2a_IV_A01_2012-05-07.fsa.4	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.5	0	0	0	1.2a_IV_A01_2012-05-07.fsa.5	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.6	0	0	0	1.2a_IV_A01_2012-05-07.fsa.6	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.7	0	0	0	1.2a_IV_A01_2012-05-07.fsa.7	1.2a_IV_A01_2012-05-07.fsa
1.2a_IV_A01_2012-05-07.fsa.8	0	0	0	1.2a_IV_A01_2012-05-07.fsa.8	1.2a_IV_A01_2012-05-07.fsa
1.2a_V_A01_2012-05-07.fsa.1	3341	417	215	1.2a_V_A01_2012-05-07.fsa.1	1.2a_V_A01_2012-05-07.fsa
1.2a_V_A01_2012-05-07.fsa.2	3468	140	227	1.2a_V_A01_2012-05-07.fsa.2	1.2a_V_A01_2012-05-07.fsa
1.2a_V_A01_2012-05-07.fsa.3	3592	282	239	1.2a_V_A01_2012-05-07.fsa.3	1.2a_V_A01_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.1	0	0	0	1.2b_IV_A07_2012-05-07.fsa.1	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.2	0	0	0	1.2b_IV_A07_2012-05-07.fsa.2	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.3	0	0	0	1.2b_IV_A07_2012-05-07.fsa.3	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.4	0	0	0	1.2b_IV_A07_2012-05-07.fsa.4	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.5	0	0	0	1.2b_IV_A07_2012-05-07.fsa.5	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.6	0	0	0	1.2b_IV_A07_2012-05-07.fsa.6	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.7	0	0	0	1.2b_IV_A07_2012-05-07.fsa.7	1.2b_IV_A07_2012-05-07.fsa
1.2b_IV_A07_2012-05-07.fsa.8	0	0	0	1.2b_IV_A07_2012-05-07.fsa.8	1.2b_IV_A07_2012-05-07.fsa
1.2b_V_A07_2012-05-07.fsa.1	3269	439	215	1.2b_V_A07_2012-05-07.fsa.1	1.2b_V_A07_2012-05-07.fsa
1.2b_V_A07_2012-05-07.fsa.2	3395	627	227	1.2b_V_A07_2012-05-07.fsa.2	1.2b_V_A07_2012-05-07.fsa
1.2b_V_A07_2012-05-07.fsa.3	3425	199	231	1.2b_V_A07_2012-05-07.fsa.3	1.2b_V_A07_2012-05-07.fsa
1.2b_V_A07_2012-05-07.fsa.4	3518	1387	239	1.2b_V_A07_2012-05-07.fsa.4	1.2b_V_A07_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.1	0	0	0	108.3a_IV_H01_2012-05-07.fsa.1	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.2	0	0	0	108.3a_IV_H01_2012-05-07.fsa.2	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.3	0	0	0	108.3a_IV_H01_2012-05-07.fsa.3	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.4	0	0	0	108.3a_IV_H01_2012-05-07.fsa.4	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.5	0	0	0	108.3a_IV_H01_2012-05-07.fsa.5	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.6	0	0	0	108.3a_IV_H01_2012-05-07.fsa.6	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.7	0	0	0	108.3a_IV_H01_2012-05-07.fsa.7	108.3a_IV_H01_2012-05-07.fsa
108.3a_IV_H01_2012-05-07.fsa.8	0	0	0	108.3a_IV_H01_2012-05-07.fsa.8	108.3a_IV_H01_2012-05-07.fsa
108.3a_V_H01_2012-05-07.fsa.1	3420	374	215	108.3a_V_H01_2012-05-07.fsa.1	108.3a_V_H01_2012-05-07.fsa
108.3a_V_H01_2012-05-07.fsa.2	3544	3088	227	108.3a_V_H01_2012-05-07.fsa.2	108.3a_V_H01_2012-05-07.fsa
108.3a_V_H01_2012-05-07.fsa.3	3575	1805	231	108.3a_V_H01_2012-05-07.fsa.3	108.3a_V_H01_2012-05-07.fsa
108.3a_V_H01_2012-05-07.fsa.4	3618	783	235	108.3a_V_H01_2012-05-07.fsa.4	108.3a_V_H01_2012-05-07.fsa
108.3a_V_H01_2012-05-07.fsa.5	3670	2035	239	108.3a_V_H01_2012-05-07.fsa.5	108.3a_V_H01_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.1	0	0	0	108.3b_IV_H07_2012-05-07.fsa.1	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.2	0	0	0	108.3b_IV_H07_2012-05-07.fsa.2	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.3	0	0	0	108.3b_IV_H07_2012-05-07.fsa.3	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.4	0	0	0	108.3b_IV_H07_2012-05-07.fsa.4	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.5	0	0	0	108.3b_IV_H07_2012-05-07.fsa.5	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.6	0	0	0	108.3b_IV_H07_2012-05-07.fsa.6	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.7	0	0	0	108.3b_IV_H07_2012-05-07.fsa.7	108.3b_IV_H07_2012-05-07.fsa
108.3b_IV_H07_2012-05-07.fsa.8	0	0	0	108.3b_IV_H07_2012-05-07.fsa.8	108.3b_IV_H07_2012-05-07.fsa
108.3b_V_H07_2012-05-07.fsa.1	3313	504	215	108.3b_V_H07_2012-05-07.fsa.1	108.3b_V_H07_2012-05-07.fsa
108.3b_V_H07_2012-05-07.fsa.2	3434	3376	227	108.3b_V_H07_2012-05-07.fsa.2	108.3b_V_H07_2012-05-07.fsa
108.3b_V_H07_2012-05-07.fsa.3	3465	2105	231	108.3b_V_H07_2012-05-07.fsa.3	108.3b_V_H07_2012-05-07.fsa
108.3b_V_H07_2012-05-07.fsa.4	3558	2660	239	108.3b_V_H07_2012-05-07.fsa.4	108.3b_V_H07_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.1	0	0	0	110.1a_IV_A02_2012-05-07.fsa.1	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.2	0	0	0	110.1a_IV_A02_2012-05-07.fsa.2	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.3	0	0	0	110.1a_IV_A02_2012-05-07.fsa.3	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.4	0	0	0	110.1a_IV_A02_2012-05-07.fsa.4	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.5	0	0	0	110.1a_IV_A02_2012-05-07.fsa.5	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.6	0	0	0	110.1a_IV_A02_2012-05-07.fsa.6	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.7	0	0	0	110.1a_IV_A02_2012-05-07.fsa.7	110.1a_IV_A02_2012-05-07.fsa
110.1a_IV_A02_2012-05-07.fsa.8	0	0	0	110.1a_IV_A02_2012-05-07.fsa.8	110.1a_IV_A02_2012-05-07.fsa
110.1a_V_A02_2012-05-08.fsa.1	3335	561	215	110.1a_V_A02_2012-05-08.fsa.1	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.2	3357	113	219	110.1a_V_A02_2012-05-08.fsa.2	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.3	3413	169	223	110.1a_V_A02_2012-05-08.fsa.3	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.4	3455	2089	227	110.1a_V_A02_2012-05-08.fsa.4	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.5	3482	165	231	110.1a_V_A02_2012-05-08.fsa.5	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.6	3494	178	231	110.1a_V_A02_2012-05-08.fsa.6	110.1a_V_A02_2012-05-08.fsa
110.1a_V_A02_2012-05-08.fsa.7	3578	1357	239	110.1a_V_A02_2012-05-08.fsa.7	110.1a_V_A02_2012-05-08.fsa
110.1b_IV_A08_2012-05-07.fsa.1	0	0	0	110.1b_IV_A08_2012-05-07.fsa.1	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.2	0	0	0	110.1b_IV_A08_2012-05-07.fsa.2	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.3	0	0	0	110.1b_IV_A08_2012-05-07.fsa.3	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.4	0	0	0	110.1b_IV_A08_2012-05-07.fsa.4	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.5	0	0	0	110.1b_IV_A08_2012-05-07.fsa.5	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.6	0	0	0	110.1b_IV_A08_2012-05-07.fsa.6	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.7	0	0	0	110.1b_IV_A08_2012-05-07.fsa.7	110.1b_IV_A08_2012-05-07.fsa
110.1b_IV_A08_2012-05-07.fsa.8	0	0	0	110.1b_IV_A08_2012-05-07.fsa.8	110.1b_IV_A08_2012-05-07.fsa
110.1b_V_A08_2012-05-08.fsa.1	3265	528	215	110.1b_V_A08_2012-05-08.fsa.1	110.1b_V_A08_2012-05-08.fsa
110.1b_V_A08_2012-05-08.fsa.2	3386	3640	227	110.1b_V_A08_2012-05-08.fsa.2	110.1b_V_A08_2012-05-08.fsa
110.1b_V_A08_2012-05-08.fsa.3	3415	217	231	110.1b_V_A08_2012-05-08.fsa.3	110.1b_V_A08_2012-05-08.fsa
110.1b_V_A08_2012-05-08.fsa.4	3466	372	235	110.1b_V_A08_2012-05-08.fsa.4	110.1b_V_A08_2012-05-08.fsa
110.1b_V_A08_2012-05-08.fsa.5	3498	170	239	110.1b_V_A08_2012-05-08.fsa.5	110.1b_V_A08_2012-05-08.fsa
110.1b_V_A08_2012-05-08.fsa.6	3509	2444	239	110.1b_V_A08_2012-05-08.fsa.6	110.1b_V_A08_2012-05-08.fsa
126.2a_IV_E05_2012-05-07.fsa.1	0	0	0	126.2a_IV_E05_2012-05-07.fsa.1	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.2	0	0	0	126.2a_IV_E05_2012-05-07.fsa.2	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.3	0	0	0	126.2a_IV_E05_2012-05-07.fsa.3	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.4	0	0	0	126.2a_IV_E05_2012-05-07.fsa.4	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.5	0	0	0	126.2a_IV_E05_2012-05-07.fsa.5	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.6	0	0	0	126.2a_IV_E05_2012-05-07.fsa.6	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.7	0	0	0	126.2a_IV_E05_2012-05-07.fsa.7	126.2a_IV_E05_2012-05-07.fsa
126.2a_IV_E05_2012-05-07.fsa.8	0	0	0	126.2a_IV_E05_2012-05-07.fsa.8	126.2a_IV_E05_2012-05-07.fsa
126.2a_V_E05_2012-05-07.fsa.1	3397	122	227	126.2a_V_E05_2012-05-07.fsa.1	126.2a_V_E05_2012-05-07.fsa
126.2a_V_E05_2012-05-07.fsa.2	3428	136	231	126.2a_V_E05_2012-05-07.fsa.2	126.2a_V_E05_2012-05-07.fsa
126.2a_V_E05_2012-05-07.fsa.3	3519	242	239	126.2a_V_E05_2012-05-07.fsa.3	126.2a_V_E05_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.1	0	0	0	126.2b_IV_E11_2012-05-07.fsa.1	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.2	0	0	0	126.2b_IV_E11_2012-05-07.fsa.2	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.3	0	0	0	126.2b_IV_E11_2012-05-07.fsa.3	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.4	0	0	0	126.2b_IV_E11_2012-05-07.fsa.4	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.5	0	0	0	126.2b_IV_E11_2012-05-07.fsa.5	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.6	0	0	0	126.2b_IV_E11_2012-05-07.fsa.6	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.7	0	0	0	126.2b_IV_E11_2012-05-07.fsa.7	126.2b_IV_E11_2012-05-07.fsa
126.2b_IV_E11_2012-05-07.fsa.8	0	0	0	126.2b_IV_E11_2012-05-07.fsa.8	126.2b_IV_E11_2012-05-07.fsa
126.2b_V_E11_2012-05-07.fsa.1	3420	211	227	126.2b_V_E11_2012-05-07.fsa.1	126.2b_V_E11_2012-05-07.fsa
126.2b_V_E11_2012-05-07.fsa.2	3451	389	231	126.2b_V_E11_2012-05-07.fsa.2	126.2b_V_E11_2012-05-07.fsa
126.2b_V_E11_2012-05-07.fsa.3	3544	584	239	126.2b_V_E11_2012-05-07.fsa.3	126.2b_V_E11_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.1	0	0	0	126.3a_IV_F05_2012-05-07.fsa.1	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.2	0	0	0	126.3a_IV_F05_2012-05-07.fsa.2	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.3	0	0	0	126.3a_IV_F05_2012-05-07.fsa.3	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.4	0	0	0	126.3a_IV_F05_2012-05-07.fsa.4	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.5	0	0	0	126.3a_IV_F05_2012-05-07.fsa.5	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.6	0	0	0	126.3a_IV_F05_2012-05-07.fsa.6	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.7	0	0	0	126.3a_IV_F05_2012-05-07.fsa.7	126.3a_IV_F05_2012-05-07.fsa
126.3a_IV_F05_2012-05-07.fsa.8	0	0	0	126.3a_IV_F05_2012-05-07.fsa.8	126.3a_IV_F05_2012-05-07.fsa
126.3a_V_F05_2012-05-07.fsa.1	3397	4736	227	126.3a_V_F05_2012-05-07.fsa.1	126.3a_V_F05_2012-05-07.fsa
126.3a_V_F05_2012-05-07.fsa.2	3428	2180	231	126.3a_V_F05_2012-05-07.fsa.2	126.3a_V_F05_2012-05-07.fsa
126.3a_V_F05_2012-05-07.fsa.3	3478	273	235	126.3a_V_F05_2012-05-07.fsa.3	126.3a_V_F05_2012-05-07.fsa
126.3a_V_F05_2012-05-07.fsa.4	3519	3437	239	126.3a_V_F05_2012-05-07.fsa.4	126.3a_V_F05_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.1	0	0	0	126.3b_IV_F11_2012-05-07.fsa.1	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.2	0	0	0	126.3b_IV_F11_2012-05-07.fsa.2	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.3	0	0	0	126.3b_IV_F11_2012-05-07.fsa.3	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.4	0	0	0	126.3b_IV_F11_2012-05-07.fsa.4	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.5	0	0	0	126.3b_IV_F11_2012-05-07.fsa.5	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.6	0	0	0	126.3b_IV_F11_2012-05-07.fsa.6	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.7	0	0	0	126.3b_IV_F11_2012-05-07.fsa.7	126.3b_IV_F11_2012-05-07.fsa
126.3b_IV_F11_2012-05-07.fsa.8	0	0	0	126.3b_IV_F11_2012-05-07.fsa.8	126.3b_IV_F11_2012-05-07.fsa
126.3b_V_F11_2012-05-07.fsa.1	3418	5887	227	126.3b_V_F11_2012-05-07.fsa.1	126.3b_V_F11_2012-05-07.fsa
126.3b_V_F11_2012-05-07.fsa.2	3448	2927	231	126.3b_V_F11_2012-05-07.fsa.2	126.3b_V_F11_2012-05-07.fsa
126.3b_V_F11_2012-05-07.fsa.3	3459	534	231	126.3b_V_F11_2012-05-07.fsa.3	126.3b_V_F11_2012-05-07.fsa
126.3b_V_F11_2012-05-07.fsa.4	3490	557	235	126.3b_V_F11_2012-05-07.fsa.4	126.3b_V_F11_2012-05-07.fsa
126.3b_V_F11_2012-05-07.fsa.5	3541	4547	239	126.3b_V_F11_2012-05-07.fsa.5	126.3b_V_F11_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.1	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.1	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.2	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.2	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.3	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.3	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.4	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.4	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.5	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.5	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.6	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.6	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.7	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.7	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_IV_B04_2012-05-07.fsa.8	0	0	0	1266.1a_IV_B04_2012-05-07.fsa.8	1266.1a_IV_B04_2012-05-07.fsa
1266.1a_V_B04_2012-05-08.fsa.1	3385	3785	227	1266.1a_V_B04_2012-05-08.fsa.1	1266.1a_V_B04_2012-05-08.fsa
1266.1a_V_B04_2012-05-08.fsa.2	3415	1247	231	1266.1a_V_B04_2012-05-08.fsa.2	1266.1a_V_B04_2012-05-08.fsa
1266.1a_V_B04_2012-05-08.fsa.3	3507	2299	239	1266.1a_V_B04_2012-05-08.fsa.3	1266.1a_V_B04_2012-05-08.fsa
1266.1b_IV_B10_2012-05-07.fsa.1	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.1	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.2	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.2	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.3	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.3	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.4	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.4	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.5	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.5	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.6	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.6	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.7	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.7	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_IV_B10_2012-05-07.fsa.8	0	0	0	1266.1b_IV_B10_2012-05-07.fsa.8	1266.1b_IV_B10_2012-05-07.fsa
1266.1b_V_B10_2012-05-08.fsa.1	3391	5631	227	1266.1b_V_B10_2012-05-08.fsa.1	1266.1b_V_B10_2012-05-08.fsa
1266.1b_V_B10_2012-05-08.fsa.2	3422	1904	231	1266.1b_V_B10_2012-05-08.fsa.2	1266.1b_V_B10_2012-05-08.fsa
1266.1b_V_B10_2012-05-08.fsa.3	3514	3462	239	1266.1b_V_B10_2012-05-08.fsa.3	1266.1b_V_B10_2012-05-08.fsa
128.1a_IV_B02_2012-05-07.fsa.1	0	0	0	128.1a_IV_B02_2012-05-07.fsa.1	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.2	0	0	0	128.1a_IV_B02_2012-05-07.fsa.2	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.3	0	0	0	128.1a_IV_B02_2012-05-07.fsa.3	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.4	0	0	0	128.1a_IV_B02_2012-05-07.fsa.4	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.5	0	0	0	128.1a_IV_B02_2012-05-07.fsa.5	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.6	0	0	0	128.1a_IV_B02_2012-05-07.fsa.6	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.7	0	0	0	128.1a_IV_B02_2012-05-07.fsa.7	128.1a_IV_B02_2012-05-07.fsa
128.1a_IV_B02_2012-05-07.fsa.8	0	0	0	128.1a_IV_B02_2012-05-07.fsa.8	128.1a_IV_B02_2012-05-07.fsa
128.1a_V_B02_2012-05-08.fsa.1	3443	501	227	128.1a_V_B02_2012-05-08.fsa.1	128.1a_V_B02_2012-05-08.fsa
128.1a_V_B02_2012-05-08.fsa.2	3474	247	231	128.1a_V_B02_2012-05-08.fsa.2	128.1a_V_B02_2012-05-08.fsa
128.1a_V_B02_2012-05-08.fsa.3	3516	156	235	128.1a_V_B02_2012-05-08.fsa.3	128.1a_V_B02_2012-05-08.fsa
128.1a_V_B02_2012-05-08.fsa.4	3567	535	239	128.1a_V_B02_2012-05-08.fsa.4	128.1a_V_B02_2012-05-08.fsa
128.1b_IV_B08_2012-05-07.fsa.1	0	0	0	128.1b_IV_B08_2012-05-07.fsa.1	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.2	0	0	0	128.1b_IV_B08_2012-05-07.fsa.2	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.3	0	0	0	128.1b_IV_B08_2012-05-07.fsa.3	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.4	0	0	0	128.1b_IV_B08_2012-05-07.fsa.4	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.5	0	0	0	128.1b_IV_B08_2012-05-07.fsa.5	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.6	0	0	0	128.1b_IV_B08_2012-05-07.fsa.6	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.7	0	0	0	128.1b_IV_B08_2012-05-07.fsa.7	128.1b_IV_B08_2012-05-07.fsa
128.1b_IV_B08_2012-05-07.fsa.8	0	0	0	128.1b_IV_B08_2012-05-07.fsa.8	128.1b_IV_B08_2012-05-07.fsa
128.1b_V_B08_2012-05-08.fsa.1	3375	1227	227	128.1b_V_B08_2012-05-08.fsa.1	128.1b_V_B08_2012-05-08.fsa
128.1b_V_B08_2012-05-08.fsa.2	3406	481	231	128.1b_V_B08_2012-05-08.fsa.2	128.1b_V_B08_2012-05-08.fsa
128.1b_V_B08_2012-05-08.fsa.3	3498	1272	239	128.1b_V_B08_2012-05-08.fsa.3	128.1b_V_B08_2012-05-08.fsa
1294.2a_IV_C04_2012-05-07.fsa.1	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.1	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.2	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.2	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.3	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.3	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.4	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.4	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.5	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.5	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.6	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.6	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.7	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.7	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_IV_C04_2012-05-07.fsa.8	0	0	0	1294.2a_IV_C04_2012-05-07.fsa.8	1294.2a_IV_C04_2012-05-07.fsa
1294.2a_V_C04_2012-05-08.fsa.1	3387	1171	227	1294.2a_V_C04_2012-05-08.fsa.1	1294.2a_V_C04_2012-05-08.fsa
1294.2a_V_C04_2012-05-08.fsa.2	3417	435	231	1294.2a_V_C04_2012-05-08.fsa.2	1294.2a_V_C04_2012-05-08.fsa
1294.2a_V_C04_2012-05-08.fsa.3	3509	663	239	1294.2a_V_C04_2012-05-08.fsa.3	1294.2a_V_C04_2012-05-08.fsa
1294.2b_IV_C10_2012-05-07.fsa.1	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.1	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.2	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.2	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.3	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.3	1294.2b_IV_C10_2012-05-07.fsa
