	pos	hei	wei	ID	filename
854.1b_II_E10_2012-05-04.fsa.8	0	0	0	854.1b_II_E10_2012-05-04.fsa.8	854.1b_II_E10_2012-05-04.fsa
854.2a_I_F04_2012-05-04.fsa.1	3258	417.376000420386	215	854.2a	854.2a_I_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.1	0	0	0	854.2a_II_F04_2012-05-04.fsa.1	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.2	0	0	0	854.2a_II_F04_2012-05-04.fsa.2	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.3	0	0	0	854.2a_II_F04_2012-05-04.fsa.3	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.4	0	0	0	854.2a_II_F04_2012-05-04.fsa.4	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.5	0	0	0	854.2a_II_F04_2012-05-04.fsa.5	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.6	0	0	0	854.2a_II_F04_2012-05-04.fsa.6	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.7	0	0	0	854.2a_II_F04_2012-05-04.fsa.7	854.2a_II_F04_2012-05-04.fsa
854.2a_II_F04_2012-05-04.fsa.8	0	0	0	854.2a_II_F04_2012-05-04.fsa.8	854.2a_II_F04_2012-05-04.fsa
854.2b_I_F10_2012-05-04.fsa.1	0	0	0	854.2b	854.2b_I_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.1	0	0	0	854.2b_II_F10_2012-05-04.fsa.1	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.2	0	0	0	854.2b_II_F10_2012-05-04.fsa.2	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.3	0	0	0	854.2b_II_F10_2012-05-04.fsa.3	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.4	0	0	0	854.2b_II_F10_2012-05-04.fsa.4	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.5	0	0	0	854.2b_II_F10_2012-05-04.fsa.5	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.6	0	0	0	854.2b_II_F10_2012-05-04.fsa.6	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.7	0	0	0	854.2b_II_F10_2012-05-04.fsa.7	854.2b_II_F10_2012-05-04.fsa
854.2b_II_F10_2012-05-04.fsa.8	0	0	0	854.2b_II_F10_2012-05-04.fsa.8	854.2b_II_F10_2012-05-04.fsa
854.3a_I_G04_2012-05-04.fsa.1	3262	4004	215	854.3a	854.3a_I_G04_2012-05-04.fsa
854.3a_I_G04_2012-05-04.fsa.2	3460	2072	235	854.3a	854.3a_I_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.1	0	0	0	854.3a_II_G04_2012-05-04.fsa.1	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.2	0	0	0	854.3a_II_G04_2012-05-04.fsa.2	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.3	0	0	0	854.3a_II_G04_2012-05-04.fsa.3	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.4	0	0	0	854.3a_II_G04_2012-05-04.fsa.4	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.5	0	0	0	854.3a_II_G04_2012-05-04.fsa.5	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.6	0	0	0	854.3a_II_G04_2012-05-04.fsa.6	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.7	0	0	0	854.3a_II_G04_2012-05-04.fsa.7	854.3a_II_G04_2012-05-04.fsa
854.3a_II_G04_2012-05-04.fsa.8	0	0	0	854.3a_II_G04_2012-05-04.fsa.8	854.3a_II_G04_2012-05-04.fsa
854.3b_I_G10_2012-05-04.fsa.1	3252	4272	215	854.3b	854.3b_I_G10_2012-05-04.fsa
854.3b_I_G10_2012-05-04.fsa.2	3450	2567	235	854.3b	854.3b_I_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.1	0	0	0	854.3b_II_G10_2012-05-04.fsa.1	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.2	0	0	0	854.3b_II_G10_2012-05-04.fsa.2	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.3	0	0	0	854.3b_II_G10_2012-05-04.fsa.3	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.4	0	0	0	854.3b_II_G10_2012-05-04.fsa.4	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.5	0	0	0	854.3b_II_G10_2012-05-04.fsa.5	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.6	0	0	0	854.3b_II_G10_2012-05-04.fsa.6	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.7	0	0	0	854.3b_II_G10_2012-05-04.fsa.7	854.3b_II_G10_2012-05-04.fsa
854.3b_II_G10_2012-05-04.fsa.8	0	0	0	854.3b_II_G10_2012-05-04.fsa.8	854.3b_II_G10_2012-05-04.fsa
860.1a_I_H04_2012-05-04.fsa.1	3308	9335	215	860.1a	860.1a_I_H04_2012-05-04.fsa
860.1a_I_H04_2012-05-04.fsa.2	3507	3572	235	860.1a	860.1a_I_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.1	0	0	0	860.1a_II_H04_2012-05-04.fsa.1	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.2	0	0	0	860.1a_II_H04_2012-05-04.fsa.2	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.3	0	0	0	860.1a_II_H04_2012-05-04.fsa.3	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.4	0	0	0	860.1a_II_H04_2012-05-04.fsa.4	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.5	0	0	0	860.1a_II_H04_2012-05-04.fsa.5	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.6	0	0	0	860.1a_II_H04_2012-05-04.fsa.6	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.7	0	0	0	860.1a_II_H04_2012-05-04.fsa.7	860.1a_II_H04_2012-05-04.fsa
860.1a_II_H04_2012-05-04.fsa.8	0	0	0	860.1a_II_H04_2012-05-04.fsa.8	860.1a_II_H04_2012-05-04.fsa
860.1b_I_H10_2012-05-04.fsa.1	3238	119	211	860.1b	860.1b_I_H10_2012-05-04.fsa
860.1b_I_H10_2012-05-04.fsa.2	3278	12435	215	860.1b	860.1b_I_H10_2012-05-04.fsa
860.1b_I_H10_2012-05-04.fsa.3	3477	5035	235	860.1b	860.1b_I_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.1	0	0	0	860.1b_II_H10_2012-05-04.fsa.1	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.2	0	0	0	860.1b_II_H10_2012-05-04.fsa.2	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.3	0	0	0	860.1b_II_H10_2012-05-04.fsa.3	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.4	0	0	0	860.1b_II_H10_2012-05-04.fsa.4	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.5	0	0	0	860.1b_II_H10_2012-05-04.fsa.5	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.6	0	0	0	860.1b_II_H10_2012-05-04.fsa.6	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.7	0	0	0	860.1b_II_H10_2012-05-04.fsa.7	860.1b_II_H10_2012-05-04.fsa
860.1b_II_H10_2012-05-04.fsa.8	0	0	0	860.1b_II_H10_2012-05-04.fsa.8	860.1b_II_H10_2012-05-04.fsa
860.2a_I_A05_2012-05-04.fsa.1	3246	5230	215	860.2a	860.2a_I_A05_2012-05-04.fsa
860.2a_I_A05_2012-05-04.fsa.2	3444	1743	235	860.2a	860.2a_I_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.1	0	0	0	860.2a_II_A05_2012-05-04.fsa.1	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.2	0	0	0	860.2a_II_A05_2012-05-04.fsa.2	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.3	0	0	0	860.2a_II_A05_2012-05-04.fsa.3	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.4	0	0	0	860.2a_II_A05_2012-05-04.fsa.4	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.5	0	0	0	860.2a_II_A05_2012-05-04.fsa.5	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.6	0	0	0	860.2a_II_A05_2012-05-04.fsa.6	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.7	0	0	0	860.2a_II_A05_2012-05-04.fsa.7	860.2a_II_A05_2012-05-04.fsa
860.2a_II_A05_2012-05-04.fsa.8	0	0	0	860.2a_II_A05_2012-05-04.fsa.8	860.2a_II_A05_2012-05-04.fsa
860.2b_I_A11_2012-05-04.fsa.1	3307	12372	215	860.2b	860.2b_I_A11_2012-05-04.fsa
860.2b_I_A11_2012-05-04.fsa.2	3508	4497	235	860.2b	860.2b_I_A11_2012-05-04.fsa
860.2b_I_A11_2012-05-04.fsa.3	3519	238	235	860.2b	860.2b_I_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.1	0	0	0	860.2b_II_A11_2012-05-04.fsa.1	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.2	0	0	0	860.2b_II_A11_2012-05-04.fsa.2	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.3	0	0	0	860.2b_II_A11_2012-05-04.fsa.3	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.4	0	0	0	860.2b_II_A11_2012-05-04.fsa.4	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.5	0	0	0	860.2b_II_A11_2012-05-04.fsa.5	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.6	0	0	0	860.2b_II_A11_2012-05-04.fsa.6	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.7	0	0	0	860.2b_II_A11_2012-05-04.fsa.7	860.2b_II_A11_2012-05-04.fsa
860.2b_II_A11_2012-05-04.fsa.8	0	0	0	860.2b_II_A11_2012-05-04.fsa.8	860.2b_II_A11_2012-05-04.fsa
860.3a_I_B05_2012-05-04.fsa.1	3216	13200	215	860.3a	860.3a_I_B05_2012-05-04.fsa
860.3a_I_B05_2012-05-04.fsa.2	3256	142	219	860.3a	860.3a_I_B05_2012-05-04.fsa
860.3a_I_B05_2012-05-04.fsa.3	3412	4711	235	860.3a	860.3a_I_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.1	0	0	0	860.3a_II_B05_2012-05-04.fsa.1	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.2	0	0	0	860.3a_II_B05_2012-05-04.fsa.2	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.3	0	0	0	860.3a_II_B05_2012-05-04.fsa.3	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.4	0	0	0	860.3a_II_B05_2012-05-04.fsa.4	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.5	0	0	0	860.3a_II_B05_2012-05-04.fsa.5	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.6	0	0	0	860.3a_II_B05_2012-05-04.fsa.6	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.7	0	0	0	860.3a_II_B05_2012-05-04.fsa.7	860.3a_II_B05_2012-05-04.fsa
860.3a_II_B05_2012-05-04.fsa.8	0	0	0	860.3a_II_B05_2012-05-04.fsa.8	860.3a_II_B05_2012-05-04.fsa
860.3b_I_B11_2012-05-04.fsa.1	3262	314	211	860.3b	860.3b_I_B11_2012-05-04.fsa
860.3b_I_B11_2012-05-04.fsa.2	3302	33570	215	860.3b	860.3b_I_B11_2012-05-04.fsa
860.3b_I_B11_2012-05-04.fsa.3	3342	501	219	860.3b	860.3b_I_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.1	0	0	0	860.3b_II_B11_2012-05-04.fsa.1	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.2	0	0	0	860.3b_II_B11_2012-05-04.fsa.2	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.3	0	0	0	860.3b_II_B11_2012-05-04.fsa.3	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.4	0	0	0	860.3b_II_B11_2012-05-04.fsa.4	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.5	0	0	0	860.3b_II_B11_2012-05-04.fsa.5	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.6	0	0	0	860.3b_II_B11_2012-05-04.fsa.6	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.7	0	0	0	860.3b_II_B11_2012-05-04.fsa.7	860.3b_II_B11_2012-05-04.fsa
860.3b_II_B11_2012-05-04.fsa.8	0	0	0	860.3b_II_B11_2012-05-04.fsa.8	860.3b_II_B11_2012-05-04.fsa
861.1a_I_C05_2012-05-04.fsa.1	3222	2180	215	861.1a	861.1a_I_C05_2012-05-04.fsa
861.1a_I_C05_2012-05-04.fsa.2	3419	1038	235	861.1a	861.1a_I_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.1	0	0	0	861.1a_II_C05_2012-05-04.fsa.1	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.2	0	0	0	861.1a_II_C05_2012-05-04.fsa.2	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.3	0	0	0	861.1a_II_C05_2012-05-04.fsa.3	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.4	0	0	0	861.1a_II_C05_2012-05-04.fsa.4	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.5	0	0	0	861.1a_II_C05_2012-05-04.fsa.5	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.6	0	0	0	861.1a_II_C05_2012-05-04.fsa.6	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.7	0	0	0	861.1a_II_C05_2012-05-04.fsa.7	861.1a_II_C05_2012-05-04.fsa
861.1a_II_C05_2012-05-04.fsa.8	0	0	0	861.1a_II_C05_2012-05-04.fsa.8	861.1a_II_C05_2012-05-04.fsa
861.1b_I_C11_2012-05-04.fsa.1	0	0	0	861.1b	861.1b_I_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.1	0	0	0	861.1b_II_C11_2012-05-04.fsa.1	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.2	0	0	0	861.1b_II_C11_2012-05-04.fsa.2	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.3	0	0	0	861.1b_II_C11_2012-05-04.fsa.3	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.4	0	0	0	861.1b_II_C11_2012-05-04.fsa.4	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.5	0	0	0	861.1b_II_C11_2012-05-04.fsa.5	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.6	0	0	0	861.1b_II_C11_2012-05-04.fsa.6	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.7	0	0	0	861.1b_II_C11_2012-05-04.fsa.7	861.1b_II_C11_2012-05-04.fsa
861.1b_II_C11_2012-05-04.fsa.8	0	0	0	861.1b_II_C11_2012-05-04.fsa.8	861.1b_II_C11_2012-05-04.fsa
861.2a_I_D05_2012-05-04.fsa.1	3265	1269	215	861.2a	861.2a_I_D05_2012-05-04.fsa
861.2a_I_D05_2012-05-04.fsa.2	3465	373	235	861.2a	861.2a_I_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.1	0	0	0	861.2a_II_D05_2012-05-04.fsa.1	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.2	0	0	0	861.2a_II_D05_2012-05-04.fsa.2	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.3	0	0	0	861.2a_II_D05_2012-05-04.fsa.3	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.4	0	0	0	861.2a_II_D05_2012-05-04.fsa.4	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.5	0	0	0	861.2a_II_D05_2012-05-04.fsa.5	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.6	0	0	0	861.2a_II_D05_2012-05-04.fsa.6	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.7	0	0	0	861.2a_II_D05_2012-05-04.fsa.7	861.2a_II_D05_2012-05-04.fsa
861.2a_II_D05_2012-05-04.fsa.8	0	0	0	861.2a_II_D05_2012-05-04.fsa.8	861.2a_II_D05_2012-05-04.fsa
861.2b_I_D11_2012-05-04.fsa.1	3251	5429	215	861.2b	861.2b_I_D11_2012-05-04.fsa
861.2b_I_D11_2012-05-04.fsa.2	3450	1633	235	861.2b	861.2b_I_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.1	0	0	0	861.2b_II_D11_2012-05-04.fsa.1	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.2	0	0	0	861.2b_II_D11_2012-05-04.fsa.2	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.3	0	0	0	861.2b_II_D11_2012-05-04.fsa.3	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.4	0	0	0	861.2b_II_D11_2012-05-04.fsa.4	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.5	0	0	0	861.2b_II_D11_2012-05-04.fsa.5	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.6	0	0	0	861.2b_II_D11_2012-05-04.fsa.6	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.7	0	0	0	861.2b_II_D11_2012-05-04.fsa.7	861.2b_II_D11_2012-05-04.fsa
861.2b_II_D11_2012-05-04.fsa.8	0	0	0	861.2b_II_D11_2012-05-04.fsa.8	861.2b_II_D11_2012-05-04.fsa
861.3a_I_E05_2012-05-04.fsa.1	3304	950	215	861.3a	861.3a_I_E05_2012-05-04.fsa
861.3a_I_E05_2012-05-04.fsa.2	3345	141	219	861.3a	861.3a_I_E05_2012-05-04.fsa
861.3a_I_E05_2012-05-04.fsa.3	3404	137	223	861.3a	861.3a_I_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.1	0	0	0	861.3a_II_E05_2012-05-04.fsa.1	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.2	0	0	0	861.3a_II_E05_2012-05-04.fsa.2	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.3	0	0	0	861.3a_II_E05_2012-05-04.fsa.3	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.4	0	0	0	861.3a_II_E05_2012-05-04.fsa.4	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.5	0	0	0	861.3a_II_E05_2012-05-04.fsa.5	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.6	0	0	0	861.3a_II_E05_2012-05-04.fsa.6	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.7	0	0	0	861.3a_II_E05_2012-05-04.fsa.7	861.3a_II_E05_2012-05-04.fsa
861.3a_II_E05_2012-05-04.fsa.8	0	0	0	861.3a_II_E05_2012-05-04.fsa.8	861.3a_II_E05_2012-05-04.fsa
861.3b_I_E11_2012-05-04.fsa.1	3298	4777.26613844476	223	861.3b	861.3b_I_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.1	0	0	0	861.3b_II_E11_2012-05-04.fsa.1	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.2	0	0	0	861.3b_II_E11_2012-05-04.fsa.2	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.3	0	0	0	861.3b_II_E11_2012-05-04.fsa.3	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.4	0	0	0	861.3b_II_E11_2012-05-04.fsa.4	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.5	0	0	0	861.3b_II_E11_2012-05-04.fsa.5	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.6	0	0	0	861.3b_II_E11_2012-05-04.fsa.6	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.7	0	0	0	861.3b_II_E11_2012-05-04.fsa.7	861.3b_II_E11_2012-05-04.fsa
861.3b_II_E11_2012-05-04.fsa.8	0	0	0	861.3b_II_E11_2012-05-04.fsa.8	861.3b_II_E11_2012-05-04.fsa
864.1a_I_F05_2012-05-04.fsa.1	0	0	0	864.1a	864.1a_I_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.1	0	0	0	864.1a_II_F05_2012-05-04.fsa.1	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.2	0	0	0	864.1a_II_F05_2012-05-04.fsa.2	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.3	0	0	0	864.1a_II_F05_2012-05-04.fsa.3	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.4	0	0	0	864.1a_II_F05_2012-05-04.fsa.4	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.5	0	0	0	864.1a_II_F05_2012-05-04.fsa.5	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.6	0	0	0	864.1a_II_F05_2012-05-04.fsa.6	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.7	0	0	0	864.1a_II_F05_2012-05-04.fsa.7	864.1a_II_F05_2012-05-04.fsa
864.1a_II_F05_2012-05-04.fsa.8	0	0	0	864.1a_II_F05_2012-05-04.fsa.8	864.1a_II_F05_2012-05-04.fsa
864.1b_I_F11_2012-05-04.fsa.1	3224	161	211	864.1b	864.1b_I_F11_2012-05-04.fsa
864.1b_I_F11_2012-05-04.fsa.2	3264	20671	215	864.1b	864.1b_I_F11_2012-05-04.fsa
864.1b_I_F11_2012-05-04.fsa.3	3304	357	219	864.1b	864.1b_I_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.1	0	0	0	864.1b_II_F11_2012-05-04.fsa.1	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.2	0	0	0	864.1b_II_F11_2012-05-04.fsa.2	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.3	0	0	0	864.1b_II_F11_2012-05-04.fsa.3	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.4	0	0	0	864.1b_II_F11_2012-05-04.fsa.4	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.5	0	0	0	864.1b_II_F11_2012-05-04.fsa.5	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.6	0	0	0	864.1b_II_F11_2012-05-04.fsa.6	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.7	0	0	0	864.1b_II_F11_2012-05-04.fsa.7	864.1b_II_F11_2012-05-04.fsa
864.1b_II_F11_2012-05-04.fsa.8	0	0	0	864.1b_II_F11_2012-05-04.fsa.8	864.1b_II_F11_2012-05-04.fsa
864.2a_I_G05_2012-05-04.fsa.1	1690	175	211	864.2a	864.2a_I_G05_2012-05-04.fsa
864.2a_I_G05_2012-05-04.fsa.2	1712	112	211	864.2a	864.2a_I_G05_2012-05-04.fsa
864.2a_I_G05_2012-05-04.fsa.3	3322	13827	215	864.2a	864.2a_I_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.1	0	0	0	864.2a_II_G05_2012-05-04.fsa.1	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.2	0	0	0	864.2a_II_G05_2012-05-04.fsa.2	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.3	0	0	0	864.2a_II_G05_2012-05-04.fsa.3	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.4	0	0	0	864.2a_II_G05_2012-05-04.fsa.4	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.5	0	0	0	864.2a_II_G05_2012-05-04.fsa.5	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.6	0	0	0	864.2a_II_G05_2012-05-04.fsa.6	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.7	0	0	0	864.2a_II_G05_2012-05-04.fsa.7	864.2a_II_G05_2012-05-04.fsa
864.2a_II_G05_2012-05-04.fsa.8	0	0	0	864.2a_II_G05_2012-05-04.fsa.8	864.2a_II_G05_2012-05-04.fsa
864.2b_I_G11_2012-05-04.fsa.1	3264	336	211	864.2b	864.2b_I_G11_2012-05-04.fsa
864.2b_I_G11_2012-05-04.fsa.2	3305	22472	215	864.2b	864.2b_I_G11_2012-05-04.fsa
864.2b_I_G11_2012-05-04.fsa.3	3464	120	231	864.2b	864.2b_I_G11_2012-05-04.fsa
864.2b_I_G11_2012-05-04.fsa.4	3506	7607	235	864.2b	864.2b_I_G11_2012-05-04.fsa
864.2b_II_G11_2012-05-04.fsa.1	0	0	0	864.2b_II_G11_2012-05-04.fsa.1	864.2b_II_G11_2012-05-04.fsa
864.2b_II_G11_2012-05-04.fsa.2	0	0	0	864.2b_II_G11_2012-05-04.fsa.2	864.2b_II_G11_2012-05-04.fsa
864.2b_II_G11_2012-05-04.fsa.3	0	0	0	864.2b_II_G11_2012-05-04.fsa.3	864.2b_II_G11_2012-05-04.fsa
864.2b_II_G11_2012-05-04.fsa.4	0	0	0	864.2b_II_G11_2012-05-04.fsa.4	864.2b_II_G11_2012-05-04.fsa
